Interval,Product,Pice,Order Quantity,Year,Month
24/11/2020,Acer Aspire 7 Laptop | A715-75G-79G8,"20,999",1,2020,November
25/11/2020,Acer Projector | X1127i,"6,999",3,2020,November
25/11/2020,Acer Predator Gaming Headset | Galea 311,649,1,2020,November
25/11/2020,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"17,999",1,2020,November
26/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
27/11/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"32,999",3,2020,November
27/11/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,999",1,2020,November
27/11/2020,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"17,999",1,2020,November
27/11/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,November
27/11/2020,Acer Projector | X1227i,"7,499",1,2020,November
29/11/2020,Acer Projector | X1127i,"6,999",1,2020,November
30/11/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,November
30/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
30/11/2020,Acer Nitro 5 Gaming Laptop | AN517-51-77FL,"20,499",1,2020,November
30/11/2020,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2020,November
01/12/2020,Acer Projector | X1227i,"7,499",1,2020,December
02/12/2020,Nitro 5 Gaming Laptop | AN517-52-79XT,"26,999",1,2020,December
02/12/2020,Acer Travelmate Laptop | TMP215-52G-77RH,"19,999",1,2020,December
03/12/2020,Acer Swift 5 Laptop | SF514-54T,"23,999",1,2020,December
04/12/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,999",2,2020,December
04/12/2020,Acer Travelmate Laptop | TMP215-52,"15,299",1,2020,December
07/12/2020,Acer Projector | C250i,"9,499",1,2020,December
08/12/2020,Acer Predator Gorge Battle XXL Mousepad | PMP830,599,1,2020,December
08/12/2020,"Chromebook CB714-1W, 14&#039;&#039;FHD, i3-8130U, 8GB, 32Gb eMMC, Wireless + BT, TMP 2.1 Google Chrome","9,299",1,2020,December
08/12/2020,Acer Predator Gaming Keyboard | Aethon 300,"1,799",1,2020,December
09/12/2020,Acer Projector | P5530,"14,999",1,2020,December
09/12/2020,Acer Swift 3 Laptop | SF314-57-79VQ,"15,999",1,2020,December
09/12/2020,Acer Predator Gaming Mouse | Cestus 350,749,1,2020,December
10/12/2020,Acer Aspire 3  Laptop | A315-56-38WS,"7,589",60,2020,December
10/12/2020,Acer Spin 1 Laptop | SP111-34N-P9GS,"9,699",8,2020,December
10/12/2020,Acer Predator Triton 300 | PT315-52,"31,399",4,2020,December
10/12/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"32,999",3,2020,December
10/12/2020,Acer Predator Gaming Mouse | Cestus 350,"1,299",2,2020,December
11/12/2020,Acer Travelmate Laptop | TMP215-52G-77RH,"19,999",1,2020,December
12/12/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"34,599",1,2020,December
12/12/2020,Microsoft Office 2019 Home &amp; Student Edition FPP,"2,299",1,2020,December
12/12/2020,Acer Travelmate P6 | Windows 10 Pro | TMP614-51-G2-7546,"28,999",1,2020,December
14/12/2020,Acer Aspire 3  Laptop | A315-56-38WS,"7,699",3,2020,December
16/12/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,December
17/12/2020,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,2,2020,December
17/12/2020,Acer Chromebook 714 Laptop | CB714-1W-30W0,"10,799",1,2020,December
17/12/2020,Predator Triton 500 Gaming Laptop | PT515-51-50VF,"37,999",1,2020,December
19/12/2020,Acer Projector | X1127i,"6,599",2,2020,December
21/12/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",2,2020,December
23/12/2020,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2020,December
23/12/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52G-59R0,"16,999",1,2020,December
25/12/2020,Acer Nitro 5 Gaming Laptop | AN517-51-77FL,"21,299",1,2020,December
29/12/2020,Acer Swift 3 Laptop | SF314-57-79VQ,"15,999",1,2020,December
04/01/2021,Acer Monitor | V206HQL,"1,599",1,2021,January
08/01/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"17,199",4,2021,January
08/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
08/01/2021,Acer Extensa Laptop | EX215-52-57HT,"10,899",2,2021,January
08/01/2021,Targus CityGear 14” Laptop Sleeve,499,1,2021,January
11/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
11/01/2021,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2021,January
11/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
13/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
14/01/2021,Acer Projector | K137i,"9,999",1,2021,January
14/01/2021,Acer Aspire 5 Laptop | A514-54-33WM,"10,999",1,2021,January
14/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",1,2021,January
15/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,2,2021,January
15/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
15/01/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,January
16/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,6,2021,January
17/01/2021,Acer Spin 5 Laptop | SPIN 5 SP513-54,"22,999",1,2021,January
17/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,1,2021,January
17/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
19/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
20/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,January
20/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
21/01/2021,Acer  Extensa Laptop | EX215-52-31MG,"12,499",3,2021,January
21/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",3,2021,January
21/01/2021,Acer Travelmate Laptop | TMP215-52,"15,599",1,2021,January
21/01/2021,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2021,January
21/01/2021,Acer C202i Projector | MR.JR011.001,"4,899",1,2021,January
24/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,January
24/01/2021,Acer Travelmate Laptop | TMP215-52,"15,599",1,2021,January
25/01/2021,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"34,499",1,2021,January
26/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
27/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
27/01/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,January
28/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",4,2021,January
28/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
28/01/2021,TARGUS CAMPUS BACKPACK,899,1,2021,January
28/01/2021,Acer Spin 3 Laptop | SP314-54N,"15,999",1,2021,January
28/01/2021,Acer Predator Gaming Mouse | Cestus 350,"1,499",1,2021,January
29/01/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,499",1,2021,January
31/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
01/02/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"17,199",1,2021,February
01/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,499",1,2021,February
02/02/2021,Acer Aspire 5 Laptop | A514-54-58UB,"12,999",2,2021,February
02/02/2021,Targus City Essential 15.6&quot; Multi Fit Laptop Backpack,999,1,2021,February
03/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,699",2,2021,February
03/02/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,February
04/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
05/02/2021,Acer Aspire 5 | A514-54-58WX,"12,999",2,2021,February
05/02/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,February
07/02/2021,Acer Warranty 1Year to 3year (Exclude Battery) for Extensa and Aspire range (Virtual bulk upload),849,1,2021,February
07/02/2021,Acer Aspire 3 | A315-23G-R626| Black,"10,299",1,2021,February
11/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",2,2021,February
11/02/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"19,499",1,2021,February
12/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
15/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
16/02/2021,Acer Projector | C250i,"7,999",1,2021,February
17/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
17/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
18/02/2021,Acer Aspire 3 Laptop | A315-56-79D4,"12,599",1,2021,February
18/02/2021,Acer Aspire 3 | A315-23G-R626 | Black,"10,299",1,2021,February
18/02/2021,TARGUS CAMPUS BACKPACK,899,1,2021,February
18/02/2021,Acer Projector | P1360WBTi,"11,999",1,2021,February
18/02/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,February
19/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
22/02/2021,Acer Swift 5 Laptop  | Win 10 Pro  | SF514-54T-50WG,"20,299",3,2021,February
22/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
22/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2021,February
22/02/2021,Acer Travelmate Laptop | TMP614-51-G2-79GA + Laptop Bag,"31,299",1,2021,February
23/02/2021,Acer Projector | X118HP,"6,199",4,2021,February
25/02/2021,Predator Triton 300 Gaming Laptop | PT315-52-7126,"33,499",1,2021,February
25/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,February
26/02/2021,Acer All-In-One Desktop | C20-830,"7,199",6,2021,February
26/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",2,2021,February
26/02/2021,Acer Predator Gaming Keyboard | Aethon 300,"1,899",1,2021,February
26/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
27/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,February
27/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP214-52-797U,"21,499",1,2021,February
28/02/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,February
28/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
03/03/2021,Acer Aspire 3 Laptop | A315-56-79D4,"12,599",2,2021,March
03/03/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,March
04/03/2021,Acer Nitro 5 Gaming Laptop | AN515-55-77HM,"23,999",1,2021,March
06/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
07/03/2021,Acer Projector | C250i,"7,999",1,2021,March
08/03/2021,EPSON ECOTANK M1140 (MEA) SF MONO 39P/MIN USB,"2,699",2,2021,March
08/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,March
08/03/2021,JBL Under Armour Flash True Wireless Sport Headphones Black,"2,799",1,2021,March
08/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
09/03/2021,Acer Aspire 3 | A315-23G-R626 | Black + Ultimate Ears Boom 3 - Seashell Peach,"11,999",2,2021,March
09/03/2021,Predator Triton 500 Gaming Laptop | PT515-51-56RX,"33,999",1,2021,March
09/03/2021,Acer Projector | X1127i,"6,799",1,2021,March
09/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
11/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",2,2021,March
11/03/2021,Targus Strike 17.3&quot; Gaming Laptop Backpack Black / Red,"1,599",1,2021,March
11/03/2021,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"20,999",1,2021,March
11/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
12/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black + JBL TUNE 600BTNC Bluetooth Noise Cancelling Wireless On-Ear Headphones - Blue,"5,999",2,2021,March
12/03/2021,Acer Travelmate Laptop | TMP215-52-71KY,"20,699",1,2021,March
12/03/2021,JBL Tune 500BT Wireless On-Ear Headphones - Black,899,1,2021,March
15/03/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",1,2021,March
16/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
16/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
17/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
17/03/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,March
17/03/2021,Targus CityGear 14” Laptop Sleeve,499,1,2021,March
17/03/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",1,2021,March
17/03/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,March
18/03/2021,ConceptD 7 Pro Laptop | Win 10 Pro | CN715-71P-74RE,"68,999",2,2021,March
18/03/2021,"Acer Aspire 3 Laptop | A315-34-C4FM | Black + TARGUS 15,6&quot;CAMPUS BACKPACK + JBL TUNE 600BTNC Wireless On-Ear Headphones","6,799",1,2021,March
19/03/2021,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"20,999",1,2021,March
19/03/2021,"Acer Aspire 3 Laptop | A315-34-C4FM | Black + TARGUS 15,6&quot;CAMPUS BACKPACK + JBL TUNE 600BTNC Wireless On-Ear Headphones","6,799",1,2021,March
21/03/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",3,2021,March
21/03/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,March
22/03/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,699",1,2021,March
23/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
24/03/2021,Acer Projector | X128HP,"7,499",3,2021,March
25/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
25/03/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,699",1,2021,March
27/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",5,2021,March
30/03/2021,Predator Triton 300 Gaming Laptop | PT315-52-7126 + Predator Gorge Battle XXL Mousepad | PMP830 + Acer Predator Gaming Mouse | Cestus 350,"33,499",1,2021,March
30/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",1,2021,March
30/03/2021,Acer Veriton X Desktop | Win 10 Pro | VX2665G,"11,999",1,2021,March
31/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",3,2021,March
31/03/2021,Acer Aspire XC Desktop | XC-830 | Windows 10 Home,"5,099",2,2021,March
31/03/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,March
31/03/2021,Acer Projector | C250i,"7,999",1,2021,March
31/03/2021,Acer Monitor | V206HQL,"1,599",1,2021,March
03/04/2021,Acer Monitor | V206HQL,"1,599",1,2021,April
04/04/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",3,2021,April
04/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
05/04/2021,JBL Bar 2.0 All-in-One Soundbar,"2,999",1,2021,April
06/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",4,2021,April
06/04/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,April
06/04/2021,JBL TUNE 600BTNC Bluetooth Noise Cancelling Wireless On-Ear Headphones,"1,899",1,2021,April
06/04/2021,VPRO VT200 OPTICAL GAMING MOUSE,699,1,2021,April
06/04/2021,Ultimate Ears Boom 3 - Seashell Peach,"2,299",1,2021,April
07/04/2021,Acer Spin 5 Laptop | SP513-55N,"25,999",3,2021,April
08/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",6,2021,April
08/04/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",1,2021,April
09/04/2021,D-Link 4G LTE AC1200 Router Cat6 LTE,"2,499",2,2021,April
09/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
09/04/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,April
09/04/2021,JBL Tune 500BT Wireless On-Ear Headphones - Black,899,1,2021,April
09/04/2021,Targus CityGear 15-17.3&quot; Slim Topload Laptop Case Black,"1,499",1,2021,April
10/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",3,2021,April
11/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",5,2021,April
11/04/2021,Acer Monitor | V206HQL,"1,599",1,2021,April
12/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",1,2021,April
13/04/2021,Acer Projector | C250i,"7,999",1,2021,April
13/04/2021,Acer Swift 3 Laptop | SF314-59-35SS,"10,999",1,2021,April
14/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",3,2021,April
14/04/2021,Acer Swift 3 Laptop | SF314-59-35SS,"10,999",1,2021,April
14/04/2021,Acer Swift 3 Laptop | SF314-59-58ZS,"14,099",1,2021,April
15/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
16/04/2021,Acer Projector | X1527i,"10,199",2,2021,April
16/04/2021,Acer Swift 3 Laptop | SF314-59-35SS,"10,999",1,2021,April
17/04/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",2,2021,April
17/04/2021,"Acer Aspire 3 Laptop | A315-34-C4FM | Black + 19,5&quot; Monitor","5,999",1,2021,April
19/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
19/04/2021,Acer Nitro 5 Gaming Laptop | AN517-52-576F,"21,999",1,2021,April
20/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black + JBL Tune 500BT Wireless On-Ear Headphones,"5,299",3,2021,April
21/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black + JBL Tune 500BT Wireless On-Ear Headphones OH4340,"5,299",1,2021,April
21/04/2021,Acer Swift 3 Laptop | SF314-59-5307,"14,099",1,2021,April
22/04/2021,Acer Nitro 5 Gaming Laptop | AN517-52-576F,"21,999",3,2021,April
22/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black + JBL Tune 500BT Wireless On-Ear Headphones OH4340,"5,299",2,2021,April
22/04/2021,Targus CityGear 14” Laptop Sleeve,499,2,2021,April
22/04/2021,JBL Endurance Sprint Waterproof In-Ear Bluetooth Headphones - Black,699,2,2021,April
22/04/2021,Acer Monitor | V206HQL,"1,599",1,2021,April
23/04/2021,JBL Boombox 2 Bluetooth Speaker Black,"7,499",1,2021,April
26/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,599",3,2021,April
26/04/2021,Acer Swift 3 Laptop | SF314-59-5307,"14,099",1,2021,April
26/04/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,April
27/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,599",2,2021,April
28/04/2021,Acer Swift 3 Laptop | SF314-59-58ZS,"14,099",1,2021,April
28/04/2021,Targus CityGear 14” Laptop Sleeve,499,1,2021,April
28/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,599",1,2021,April
28/04/2021,Acer Swift 3 Laptop | SF314-59-33YU,"10,999",1,2021,April
29/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,599",3,2021,April
29/04/2021,Acer Swift 3 Laptop | SF314-59-58ZS,"14,099",1,2021,April
30/04/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",7,2021,April
30/04/2021,Acer Swift 3 Laptop | SF314-59-33YU,"10,999",1,2021,April
02/05/2021,Acer Nitro 5 Gaming Laptop | AN517-52-576F,"21,999",1,2021,May
03/05/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"6,799",1,2021,May
05/05/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,999",2,2021,May
05/05/2021,Acer Swift 3 Laptop | SF314-59-35SS + Fitbit Inspire 2 - Black - FITFB418BKBK,"11,699",1,2021,May
06/05/2021,Acer Swift 3 Laptop | SF314-59-35SS + Fitbit Inspire 2 - Black - FITFB418BKBK,"11,699",1,2021,May
06/05/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",1,2021,May
07/05/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,999",1,2021,May
08/05/2021,JBL PartyBox 310,"7,499",2,2021,May
08/05/2021,Acer Nitro 5 Gaming Laptop | AN515-54-70LZ  + Headset and Mouse,"18,499",1,2021,May
09/05/2021,Unisex UA Project Rock True Wireless Headphones - OH4522,"2,899",1,2021,May
10/05/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,999",1,2021,May
10/05/2021,Acer Swift 3 Laptop | SF314-59-35SS + Fitbit Inspire 2 - Black - FITFB418BKBK,"12,999",1,2021,May
12/05/2021,JBL PartyBox 310,"7,499",6,2021,May
13/05/2021,Unisex UA Project Rock True Wireless Headphones - OH4522,"2,899",1,2021,May
13/05/2021,Acer Spin 5 Laptop | SP513-55N-56AY,"20,199",1,2021,May
13/05/2021,JBL PartyBox 310,"7,499",1,2021,May
14/05/2021,JBL Endurance Sprint Waterproof In-Ear Bluetooth Headphones - Black,699,1,2021,May
14/05/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,May
14/05/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",1,2021,May
14/05/2021,Acer Projector | X1527i,"10,499",1,2021,May
18/05/2021,Acer Projector | P5530i,"15,999",2,2021,May
18/05/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,499",2,2021,May
18/05/2021,Acer Travelmate Laptop | TMP214-52-71MF,"19,999",1,2021,May
18/05/2021,Acer Swift 1 Laptop | SF114-34-C67W,"8,999",1,2021,May
18/05/2021,Acer Projector | X1527i,"10,499",1,2021,May
19/05/2021,Acer Nitro 5 Gaming Laptop | AN515-55-706S,"27,499",1,2021,May
19/05/2021,Acer Swift 3 Laptop | SF314-59-35SS + Fitbit Inspire 2 - Black - FITFB418BKBK,"12,999",1,2021,May
19/05/2021,Acer Swift 3 Laptop | SF314-59-55GU,"14,999",1,2021,May
20/05/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,499",1,2021,May
20/05/2021,Unisex UA Project Rock True Wireless Headphones - OH4522,"2,899",1,2021,May
21/05/2021,Acer Nitro 5 Gaming Laptop | AN515-55-706S,"27,499",1,2021,May
21/05/2021,JBL PartyBox 310,"7,499",1,2021,May
23/05/2021,Acer Swift 5 Laptop | SF514-55T-72EN,"22,999",1,2021,May
24/05/2021,Acer Swift 5 Laptop | SF514-55T-72EN,"22,999",1,2021,May
25/05/2021,JBL Boombox 2 Bluetooth Speaker Black,"7,499",2,2021,May
25/05/2021,JBL PartyBox 310,"7,499",1,2021,May
25/05/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB + JBL Tune 500BT Wireless On-Ear Headphones - Black OH4340,"7,299",1,2021,May
27/05/2021,Acer Travelmate Laptop | TMP414RN-51-7957,"24,499",1,2021,May
27/05/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB + JBL Tune 500BT Wireless On-Ear Headphones - Black OH4340,"7,299",1,2021,May
27/05/2021,Acer Swift 3 Laptop | SF314-59-5307 + JBL Link Music Voice Activated Wi-Fi Speaker - Grey - OH4666,"13,999",1,2021,May
28/05/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,499",3,2021,May
28/05/2021,Acer Predator Helios 300 Gaming Laptop | PH315-53-74PD,"25,999",1,2021,May
29/05/2021,Acer Swift 3 Laptop | SF314-59-7203 + Fitbit Versa 2 Smart Watch Black Carbon - FITFB507BKBK,"18,999",1,2021,May
31/05/2021,Acer Aspire 5 Laptop | A514-54-73R5,"15,999",1,2021,May
31/05/2021,Acer Travelmate Laptop | TMP215-53-55F5,"15,999",1,2021,May
02/06/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,June
03/06/2021,Acer Travelmate Laptop | TMP414RN-51-7957,"24,499",1,2021,June
06/06/2021,Acer Predator Helios 300 Gaming Laptop | PH315-53-74PD,"25,999",1,2021,June
06/06/2021,Acer Spin 1 Laptop | SP114-31N-C422,"9,799",1,2021,June
06/06/2021,Acer Aspire 5 Laptop |  A514-54-58NR,"12,499",1,2021,June
07/06/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,499",2,2021,June
08/06/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,499",3,2021,June
09/06/2021,Acer Triton 300 14&#039;&#039; | PT314-51s-71YP,"30,499",1,2021,June
10/06/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",1,2021,June
10/06/2021,Acer Travelmate Laptop  15.6&quot;FHD 8GB 256GB SSD + 1TB HDD| Win 10 Pro | TMP215-53-55F5,"15,999",1,2021,June
13/06/2021,JBL PartyBox 310,"7,499",1,2021,June
15/06/2021,Acer Spin 1 Laptop 11.6&quot; Touch Celeron N4020 4GB 64GB | SP111-33-C7J6,"5,499",2,2021,June
15/06/2021,Acer Aspire 3 Laptop 15.6&#039;&#039; i5-1035G1 12GB 512GB SSD | Black | A315-56-57X5,"12,499",1,2021,June
15/06/2021,Acer Aspire 5 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD | Blue Silver | A514-54-39J5,"9,999",1,2021,June
17/06/2021,Acer Aspire 3 Laptop 15.6&#039;&#039; i5-1035G1 12GB 512GB SSD | Black | A315-56-57X5,"12,499",1,2021,June
17/06/2021,JBL Bar 5.1 Surround Soundbar With MultiBeam Sound Technology - Black,"8,499",1,2021,June
18/06/2021,Acer Aspire 5 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD | Black Silver |  A514-54-31L8 + JBL Tune 110 Bluetooth In Ear Headphones Black OH4286,"10,499",1,2021,June
20/06/2021,Acer Travelmate Spin P4 Laptop 14&quot; Touch i5-1135G7 8GB 512GB | WIn 10 Pro | TMP414RN-51-53X6,"29,999",4,2021,June
22/06/2021,Acer Swift 5 Laptop 14&quot; FHD i7-1165G7 8GB 1TB SSD Win 10 Pro Green  | SF514-55T+ RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK 9300M,"23,499",1,2021,June
23/06/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",2,2021,June
24/06/2021,Acer Swift 3 14&quot; i7-1165G7 16GB 1TB SSD | SF314-59-78TU,"20,999",1,2021,June
24/06/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + JBL Tune 110 Bluetooth In Ear Headphones Black OH4278,"13,499",1,2021,June
