Interval,Product,Pice,Order Quantity,Year,Month
24/06/2021,Acer Spin 1 Laptop 11.6&quot; Touch Celeron N4020 4GB 64GB | SP111-33-C7J6,"5,499",1,2021,June
25/06/2021,Acer Travelmate P2 Laptop 15.6&quot; i5-10210U 8GB 256GB SSD + 1TB HDD | Win 10 Pro | TMP215-52G-54PB + RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK,"16,499",1,2021,June
28/06/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,June
28/06/2021,Acer Travelmate P2 Laptop 15.6&quot; i5-10210U 8GB 256GB SSD + 1TB HDD | Win 10 Pro | TMP215-52G-54PB + RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK,"16,499",1,2021,June
28/06/2021,Acer Chrome Spin 511 Chromebook Celeron N4020 4GB 32GB eMMC | R752T-C8TB,"7,499",1,2021,June
29/06/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,June
30/06/2021,Acer Aspire 3 Laptop 15.6&#039;&#039; i5-1035G1 12GB 512GB SSD | Black | A315-56-57X5 + JBL Charge 4 Bluetooth Portable Speaker Grey OH4603,"12,499",1,2021,June
01/07/2021,Acer Spin 5 Laptop 13.5&quot; Touch 8GB 512GB SSD Grey | SP513-55N-58ZN,"18,499",1,2021,July
01/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,July
02/07/2021,Acer Swift 5 Laptop 14&quot; FHD i7-1165G7 8GB 1TB SSD Win 10 Pro Green  | SF514-55T+ RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK 9300M,"23,499",1,2021,July
02/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i7-1165G7 8GB 512GB SSD Silver | SF314-59-7203,"14,999",1,2021,July
03/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"12,999",1,2021,July
03/07/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"17,999",1,2021,July
04/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"12,999",1,2021,July
05/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i7-1165G7 8GB 512GB SSD Silver | SF314-59-7203,"14,999",1,2021,July
05/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"12,999",1,2021,July
05/07/2021,Acer Travelmate P2 Laptop 15.6&quot; i5-10210U 8GB 256GB SSD + 1TB HDD | Win 10 Pro | TMP215-52G-54PB + RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK,"16,499",1,2021,July
05/07/2021,Acer Swift 1 Laptop 14&quot; FHD Celeron Dual Core N4500 4GB 256GB | Silver | SF114-34-C8VU,"7,999",1,2021,July
05/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307,"12,999",1,2021,July
06/07/2021,Acer Swift 5 Laptop 14&quot; FHD i7-1165G7 8GB 1TB SSD Win 10 Pro Green  | SF514-55T+ RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK 9300M,"23,499",3,2021,July
06/07/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS,"9,999",1,2021,July
06/07/2021,Acer Aspire 3 Laptop 15.6&#039;&#039; i5-1035G1 12GB 512GB SSD | Black | A315-56-57X5,"9,999",1,2021,July
07/07/2021,Acer Travelmate P2 Laptop 15.6&quot; i5-10210U 8GB 256GB SSD + 1TB HDD | Win 10 Pro | TMP215-52G-54PB + RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK,"16,499",1,2021,July
12/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"13,999",1,2021,July
17/07/2021,Acer Travelmate Spin P4 Laptop 14&quot; Touch i5-1135G7 8GB 512GB | WIn 10 Pro | TMP414RN-51-53X6,"29,999",1,2021,July
18/07/2021,Acer Chromebook CB714 14&quot; FHD i5-8250U 8GB 128GB eMMC | Grey | CB714-1W-549D,"11,499",2,2021,July
19/07/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"13,999",1,2021,July
22/07/2021,Acer Aspire 5 Laptop 14&quot; FHD i7-1165G7 8GB 512GB SSD Silver | A514-54-73R5,"15,999",1,2021,July
23/07/2021,Acer Spin 5 Laptop 13.5&quot; Touch i7-1165G7 8GB 512GB SSD Win 10 Pro | SP513-55N,"23,499",1,2021,July
25/07/2021,Acer Aspire 7 i7-9750H 16GB  512GB | A715-75G-79G8,"17,199",1,2021,July
25/07/2021,Acer Chrome Spin 511 Chromebook Celeron N4020 4GB 32GB eMMC | R752T-C8TB,"7,499",1,2021,July
26/07/2021,Acer Aspire 5 Laptop 14&#039;&#039; FHD i7-1165G7 8GB 512GB SSD | Blue Silver | A514-54-77JK + JBL Endurance Peak II True Wireless In-Ear Headphones Black OH4461,"17,899",1,2021,July
26/07/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,July
27/07/2021,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"16,799",1,2021,July
28/07/2021,Acer Travelmate Laptop 14&quot; FHD i7-10510U 8GB 1TB SSD LTE | Win 10 Pro | TMP214-52-71MF,"19,999",1,2021,July
02/08/2021,Acer Travelmate Laptop | TMP215-52,"18,499",1,2021,August
05/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU,"12,499",1,2021,August
05/08/2021,Acer Swift 3 14&quot; i7-1165G7 16GB 1TB SSD | SF314-59-78TU,"18,999",1,2021,August
06/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"12,499",1,2021,August
10/08/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Blue | SF314-59-33LV + Free Targus Sleeve,"10,499",2,2021,August
10/08/2021,Acer Chromebook 11.6&quot; HD Intel® Celeron® N4000 4GB  eMMC 32GB Google Chrome | CB311-9H-C0GC + Free Targus Work-In-Sleeve,"5,499",1,2021,August
10/08/2021,Acer Projector 4000Lm HDMI Wifi |P1560BTi,"15,999",1,2021,August
11/08/2021,Acer Nitro 5 i5-11300H15.6&#039;&#039; RTX3050 4G 8GB 512GB SSD | AN515-56-554Y,"18,999",2,2021,August
11/08/2021,Acer Nitro 5 i7-10750H17.3&#039;&#039; RTX3060 6GB 16GB 512GB SSD Eshell(DOS),"25,999",1,2021,August
11/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i7-1165G7 8GB 512GB SSD Silver | SF314-59-7203,"15,499",1,2021,August
15/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,August
16/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307 + Free Targus Sleeve,"13,999",1,2021,August
16/08/2021,Acer Projector 4000lm | P1155,"7,699",1,2021,August
17/08/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"10,499",1,2021,August
17/08/2021,Acer Nitro 5 i5-11300H15.6&#039;&#039; RTX3050 4G 8GB 512GB SSD | AN515-56-554Y,"18,999",1,2021,August
18/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i7-1165G7 8GB 512GB SSD Silver | SF314-59-7203,"15,499",2,2021,August
18/08/2021,Acer Swift 5 Laptop 14&quot; FHD i7-1165G7 8GB 512GB SSD Win 10 Pro Green  | SF514-55T+ RAPOO 9300M MULTIMODE WIRELESS COMBO BLACK 9300M,"25,999",2,2021,August
18/08/2021,Acer Chromebook 11.6&quot; HD Intel® Celeron® N4000 4GB  eMMC 32GB Google Chrome | CB311-9H-C0GC + Free Targus Work-In-Sleeve,"5,499",1,2021,August
18/08/2021,Acer TravelMate P2 Laptop | Windows 10 Pro | TMP214-52-58CH,"16,999",1,2021,August
18/08/2021,Acer Chromebook Spin 311 11.6&quot; HD IPS Touch Celeron N4120 4GB OB eMMC 32GB |  CP311-2H-C6G7 + Free Targus Work-In-Sleeve,"7,199",1,2021,August
20/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU + Free Targus Sleeve,"13,999",2,2021,August
20/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"10,499",1,2021,August
21/08/2021,Acer Nitro 5 AN515-56-789V|i7-11370H|15.6&#039;&#039; FHD|RTX3050 4G|8GB|512GB NVMe|1650i+BT5|CAM|BL|Win10H,"20,499",1,2021,August
22/08/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"10,499",1,2021,August
23/08/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"10,499",1,2021,August
23/08/2021,Acer Chromebook 11.6&quot; HD Intel® Celeron® N4000 4GB  eMMC 32GB Google Chrome | CB311-9H-C0GC + Free Targus Work-In-Sleeve,"5,499",1,2021,August
23/08/2021,Acer C202i Projector | MR.JR011.001,"6,999",1,2021,August
24/08/2021,Acer Chromebook Spin 713 13.5&#039;&#039; IPS Touch i3- 10110U 8GB 256GB SSD Google Chrome | CP713-2W-36RR + Free Targus Work-In-Sleeve,"13,999",2,2021,August
25/08/2021,Acer Projector 4000lm | P1155,"7,699",2,2021,August
27/08/2021,Acer Aspire 3 Laptop 15.6&#039;&#039; i5-1035G1 12GB 512GB SSD | Black | A315-56-57X5 + Free Targus Backpack,"10,999",1,2021,August
29/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,August
30/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Melon Pink | SF314-59-58ZS,"13,999",1,2021,August
30/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU + Free Targus Sleeve,"12,999",1,2021,August
30/08/2021,Acer TravelMate P2 Laptop | Windows 10 Pro | TMP214-52-58CH,"16,999",1,2021,August
30/08/2021,Acer Chromebook 11.6&quot; HD Intel® Celeron® N4000 4GB  eMMC 32GB Google Chrome | CB311-9H-C0GC + Free Targus Work-In-Sleeve,"5,499",1,2021,August
30/08/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307 + Free Targus Sleeve,"13,999",1,2021,August
31/08/2021,Acer Projector 4000lm | P1155,"7,699",1,2021,August
31/08/2021,Acer Swift 3 14&quot; i7-1165G7 16GB 1TB SSD | SF314-59-78TU + Free Targus Sleeve,"16,999",1,2021,August
01/09/2021,Acer  Extensa Laptop i3-1005G1 8GB 256GB SSD| EX215-52-31MG,"11,299",5,2021,September
01/09/2021,Acer Projector 4000Lm HDMI Wifi |P1560BTi,"15,999",4,2021,September
01/09/2021,Nitro 5 15.6&quot; FHD IPS 144Hz LCD  i7-11370H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 AN515-56-789V,"24,299",1,2021,September
01/09/2021,Acer Swift 3 14&quot; i7-1165G7 16GB 1TB SSD | SF314-59-78TU + Free Targus Sleeve,"18,899",1,2021,September
02/09/2021,JBL Tune 500BT Wireless On-Ear Headphones - Black,899,1,2021,September
04/09/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,September
06/09/2021,Acer Projector 4000lm | P1155,"7,699",3,2021,September
08/09/2021,Acer Projector 4000lm | P1155,"7,699",1,2021,September
09/09/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Silver | SF314-59-55GU + Free Targus Sleeve,"13,999",1,2021,September
09/09/2021,Acer Travelmate Laptop 14&quot; FHD Touch i7-1165G7 16GB 1TB SSD LTE | Garageable Stylus | Win 10 Pro | TMP414RN-51-7957,"24,499",1,2021,September
10/09/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,September
14/09/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"10,499",1,2021,September
15/09/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",1,2021,September
18/09/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307 + Free Targus Sleeve,"11,999",1,2021,September
19/09/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,September
22/09/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"10,499",1,2021,September
23/09/2021,Acer Chromebook Spin 13 Intel® Core® i5-1135G7 8 GB 256GB SSD 13.5&quot; Google Chrome | CP713-3W-589V + Free Targus Work-In-Sleeve,"16,599",1,2021,September
23/09/2021,Acer Chromebook Spin 311 11.6&quot; HD IPS Touch Celeron N4120 4GB OB eMMC 32GB |  CP311-2H-C6G7 + Free Targus Work-In-Sleeve,"7,099",1,2021,September
24/09/2021,Acer Travelmate i5-10210U 8GB 512GB SSD | TMP215-52,"18,499",11,2021,September
24/09/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307 + Free Targus Sleeve,"11,999",1,2021,September
24/09/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",1,2021,September
25/09/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,September
25/09/2021,Acer Chromebook Spin 511 Laptop | R752TN-C24D,"7,999",1,2021,September
25/09/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i5-1135G7 8GB 512GB SSD Blue | SF314-59-5307 + Free Targus Sleeve,"11,999",1,2021,September
26/09/2021,Acer Swift 5 Laptop 14&quot; FHD Touch i5-1135G7 8GB 512GB SSD Mist Green | SF514-55T-53R3 + Free Targus Sleeve,"16,999",1,2021,September
26/09/2021,Acer Aspire 5 A514-54-54NF i5-1135G7 14&quot; FHD 8GB DDR4 SDRAM 512GB PCI SSD Windows 10 Home Silver,"12,499",1,2021,September
30/09/2021,JBL PartyBox 310,"7,999",1,2021,September
30/09/2021,Acer Swift 5 Laptop 14&quot; FHD Touch i5-1135G7 8GB 512GB SSD Mist Green | SF514-55T-53R3 + Free Targus Sleeve,"16,999",1,2021,September
01/10/2021,Acer Nitro 5 15.6&quot; FHD IPS 144Hz LCD i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 AN515-56-554Y,"16,199",3,2021,October
04/10/2021,Acer Aspire 3 15.6&quot; Celeron  4GB 500GB HDD| A315-34-C4FM | Black,"4,899",1,2021,October
04/10/2021,Acer Aspire 3 Laptop 15.6&quot; FHD  i7-1065G7 8GB 512GB SSD MX330 2G-GDDR5 | Black | A315-57G-73LW,"13,999",1,2021,October
05/10/2021,Notebooks With standard warranty  1 Year Carry In  upgrade to  3 Year  P&amp;R  Warranty type:  Electronic  Country:  SOUTH AFRICA,999,1,2021,October
05/10/2021,Acer Aspire 3 15.6&quot; Celeron  4GB 500GB HDD| A315-34-C4FM | Black,"4,899",1,2021,October
05/10/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,October
05/10/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"9,999",1,2021,October
06/10/2021,Unisex UA Project Rock True Wireless Headphones - OH4522,"2,899",1,2021,October
07/10/2021,Acer Aspire 5  i5-1135G7 14&quot; FHD 8GB 512GB SSD Windows 10 Home Silver | A514-54-54NF + 3 Year Warranty,"12,999",1,2021,October
07/10/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,October
07/10/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,October
07/10/2021,D-Link 4G LTE AC1200 Router Cat6 LTE,"2,499",1,2021,October
08/10/2021,Acer Chromebook Spin 311 11.6&quot; HD IPS Touch Celeron N4120 4GB OB eMMC 32GB |  CP311-2H-C6G7 + Free Targus Work-In-Sleeve,"7,099",1,2021,October
09/10/2021,Acer Aspire 3 Laptop 15.6&quot; FHD  i7-1065G7 8GB 512GB SSD MX330 2G-GDDR5 | Black | A315-57G-73LW,"13,999",1,2021,October
11/10/2021,Acer Swift 1 Laptop 14&quot; FHD Celeron N4500 8GB 512GB SSD | Silver | SF114-34-C67W,"9,999",2,2021,October
11/10/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"9,999",1,2021,October
11/10/2021,Acer Aopen Projector 700 LED lm | PV12,"6,999",1,2021,October
11/10/2021,Acer  Extensa Laptop i3-1005G1 8GB 256GB SSD| EX215-52-31MG,"12,999",1,2021,October
12/10/2021,Acer Swift 3 14&#039;&#039; FHD AMD Ryzen 5 5500U 8GB 512GB SSD  Win 10 Home Silver | SF314-43-R5N8,"12,999",1,2021,October
13/10/2021,Acer Projector 4000lm | P1155,"6,999",4,2021,October
13/10/2021,Acer Chromebook Spin 713 13.5&#039;&#039; IPS Touch i3- 10110U 8GB 256GB SSD Google Chrome | CP713-2W-36RR + Free Targus Work-In-Sleeve,"13,999",1,2021,October
13/10/2021,Acer Aspire 3 i3-1005G1 15.6&#039;&#039;FHD 8GB 1TB HDD Black|A315-56-38WS,"8,299",1,2021,October
13/10/2021,Acer Chromebook Spin 511 11.6&#039;&#039; Multi-Touch N4020 4GBOB eMMC 32GB Google Chrome | R752T-C285,"7,199",1,2021,October
14/10/2021,Acer Aspire 3 15.6&quot; Celeron  4GB 500GB HDD| A315-34-C4FM | Black,"4,899",2,2021,October
14/10/2021,Acer Chromebook Spin 511 11.6&#039;&#039; Multi-Touch N4020 4GBOB eMMC 32GB Google Chrome | R752T-C285,"7,199",1,2021,October
16/10/2021,Acer Aspire 3 15.6&quot; Celeron  4GB 500GB HDD| A315-34-C4FM | Black,"4,899",3,2021,October
16/10/2021,Acer Aspire 114&#039;&#039;HD Celeron N4500 4GBOB eMMC 64GB Windows 10 Home Silver | A114-33-C6F6,"4,799",2,2021,October
16/10/2021,Acer Chromebook Spin 511 11.6&#039;&#039; Multi-Touch N4020 4GBOB eMMC 32GB Google Chrome | R752T-C285,"7,199",1,2021,October
17/10/2021,Acer Spin 5 Laptop 13.5&quot; Touch 8GB 512GB SSD Grey | SP513-55N-58ZN,"18,499",1,2021,October
18/10/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",3,2021,October
18/10/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,October
18/10/2021,Acer Travelmate Laptop 14&quot; FHD Touch i7-1165G7 16GB 1TB SSD LTE | Garageable Stylus | Win 10 Pro | TMP414RN-51-7957,"26,999",1,2021,October
20/10/2021,Acer Aopen Projector 700 LED lm | PV12,"6,999",9,2021,October
20/10/2021,JBL PartyBox 310,"7,999",4,2021,October
21/10/2021,Acer Aspire 5 14&#039;&#039; i7-1165G7 8GB 512GB SSD Windows 11 Home  Silver| A514-54-710V,"14,999",1,2021,October
22/10/2021,Acer Nitro 5 17.3&#039;&#039; i7-10750H 16GB 256GB SSD + 1000GB HDD RTX 3060 6GB Win 10 Home | AN517-52-78ET,"27,999",1,2021,October
25/10/2021,Acer Swift 3 14&#039;&#039; FHD AMD Ryzen 5 5500U 8GB 512GB SSD  Win 10 Home Silver | SF314-43-R5N8,"11,999",1,2021,October
26/10/2021,Acer Aspire 5 14&quot; i3 8GB 256GB SSD Gold | A514-54-348H + 3 year Warranty,"10,399",1,2021,October
26/10/2021,Acer Aspire 5 i5-1135G7 14&quot; 8GB 512GB SSD Windows 10 Home Blue | A514-54-556F + 3 Year Warranty,"12,999",1,2021,October
26/10/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"9,999",1,2021,October
26/10/2021,Acer Aspire 3 i3-1005G1 15.6&#039;&#039;FHD 8GB 1TB HDD Black|A315-56-38WS,"8,299",1,2021,October
27/10/2021,Acer Swift 1 14&quot; Intel® Pentium® Silver N6000 4GB 128GB SSD Windows 10 Home Pure Silver | SF114-34-P98S,"6,599",1,2021,October
28/10/2021,Acer Aopen Projector 700 LED lm | PV12,"6,999",1,2021,October
29/10/2021,Acer Projector 4000lm | P1155,"6,999",1,2021,October
02/11/2021,JBL TUNER PORTABLE BLUETOOTH SPEAKER WITH DAB/FM RADIO - WHITE,"1,899",1,2021,November
02/11/2021,Acer Swift 3 14&#039;&#039; FHD AMD Ryzen 5 5500U 8GB 512GB SSD  Win 10 Home Silver | SF314-43-R5N8,"11,999",1,2021,November
03/11/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",1,2021,November
03/11/2021,Acer Nitro 5 15.6&quot; i7-1165G7 NVIDIA® GeForce RTX™ 3050 8GB 1TB SSD Windows 10 Home Shale Black | AN515-57-72MM,"20,999",1,2021,November
03/11/2021,Acer Spin 1 Laptop 11.6&quot; Touch Celeron N4020 4GB 64GB | SP111-33-C7J6,"5,999",1,2021,November
04/11/2021,Acer Nitro 5 15.6&quot; i7-1165G7 NVIDIA® GeForce RTX™ 3050 8GB 1TB SSD Windows 10 Home Shale Black | AN515-57-72MM,"20,999",2,2021,November
04/11/2021,Acer Chromebook Spin 713 Intel® Core® i5-1135G7 8 GB 256GB SSD 13.5&quot; Google Chrome | CP713-3W-589V + Free Targus Work-In-Sleeve,"16,999",1,2021,November
04/11/2021,Acer Aspire 1 14&#039;&#039; HD Celeron N4500 4GBOB eMMC 64GB Windows 10 Home Blue | A114-33-C55A,"4,799",1,2021,November
05/11/2021,Acer Aspire 5 14&quot;  i7-1165G7 16GB 512GB SSD Windows 10 Home Charcoal Black | A514-54-77QU + 3yr P&amp;R  Warranty,"16,499",1,2021,November
06/11/2021,Acer Nitro 5 15.6&quot; i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 | AN515-56-554Y,"16,499",1,2021,November
07/11/2021,Acer Nitro 5 15.6&quot; i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 | AN515-56-554Y,"16,499",1,2021,November
08/11/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",2,2021,November
08/11/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,November
08/11/2021,Acer Aspire 5 14&#039;&#039;FHD IPS i7-1165G7 16GB 512GB SDD Windows 10 Home Gold | A514-54-77JA,"14,999",1,2021,November
10/11/2021,Acer Projector HDMI Wifi 4000Lm | X1227i,"7,499",2,2021,November
10/11/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,November
11/11/2021,Acer Projector HDMI Wifi 4000Lm | X1227i,"7,499",2,2021,November
11/11/2021,Acer Nitro 5 15.6&quot; i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 | AN515-56-554Y,"16,499",1,2021,November
12/11/2021,Acer Aspire 1 14&#039;&#039; HD Celeron N4500 4GBOB eMMC 64GB Windows 10 Home Blue | A114-33-C55A,"4,799",1,2021,November
12/11/2021,Acer Swift 5 Laptop i7-1165G7 14&#039;&#039; 8GB 512GB SSD| SF514-55T-72EN,"18,999",1,2021,November
13/11/2021,Acer Swift 1 14&quot; Intel® Pentium® Silver N6000 4GB 128GB SSD Windows 10 Home Pure Silver | SF114-34-P98S,"6,599",1,2021,November
15/11/2021,Acer Aspire 3 Laptop 15.6&quot; FHD  i7-1065G7 8GB 512GB SSD MX330 2G-GDDR5 | Black | A315-57G-73LW,"13,899",4,2021,November
15/11/2021,Acer Nitro 5 15.6&quot; i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 | AN515-56-554Y,"16,499",1,2021,November
16/11/2021,Acer Swift 3 Laptop 14&#039;&#039; FHD i3-1115G4 8GB 256GB SSD Pink | SF314-59-33YU + Free Targus Sleeve,"9,999",1,2021,November
16/11/2021,Acer Chromebook Spin 512 12&#039;&#039;Touch Celeron N4020 8GB eMMC 64GB | Chrome OS (R852TN-C3NK),"8,699",1,2021,November
18/11/2021,Acer Aopen Projector 700 LED lm | PV12,"6,999",4,2021,November
18/11/2021,Acer Projector HDMI Wifi 4000Lm | X1227i,"7,499",4,2021,November
18/11/2021,Acer Aspire 3 i3-1005G1 15.6&#039;&#039;FHD 8GB 1TB HDD Black|A315-56-38WS,"7,999",2,2021,November
18/11/2021,Acer Aspire 3 Laptop 15.6&quot; FHD  i7-1065G7 8GB 512GB SSD MX330 2G-GDDR5 | Black | A315-57G-73LW,"13,899",1,2021,November
19/11/2021,Acer Swift 5 Laptop i7-1165G7 14&#039;&#039; 8GB 512GB SSD| SF514-55T-72EN,"18,999",1,2021,November
19/11/2021,Acer Swift 3 Laptop 14&quot; FHD i3-1115G4 8GB 256GB SSD Silver | SF314-59-35SS + Free Targus Sleeve,"9,999",1,2021,November
20/11/2021,Acer Spin 5 Laptop 13.5&quot; Touch 8GB 512GB SSD Grey | SP513-55N-58ZN,"18,499",1,2021,November
20/11/2021,JBL PartyBox 310,"7,999",1,2021,November
21/11/2021,Acer Swift 1 14&quot; Intel® Pentium® Silver N6000 4GB 128GB SSD Windows 10 Home Pure Silver | SF114-34-P98S,"6,599",2,2021,November
21/11/2021,Acer Aspire 3 i3-1005G1 15.6&#039;&#039;FHD 8GB 1TB HDD Black|A315-56-38WS,"7,999",1,2021,November
22/11/2021,Acer TravelMate P2 i5-10210U 8GB 512GB SSD | TMP214-52-58CH,"17,999",1,2021,November
22/11/2021,Acer Nitro 5 15.6&quot; i5-11300H 8GB 512GB SSD NVIDIA® GeForce® RTX3050 4G-GDDR6 | AN515-56-554Y,"16,499",1,2021,November
23/11/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,November
