,Interval,Product,Pice,Order Quantity,Year,Month
242,08/10/2020,Predator Triton 300 | PT315-52,"31,499",1,2020,October
243,12/10/2020,Acer Aspire 3 Laptop | A315-56-79D4,"12,599",1,2020,October
244,13/10/2020,Nitro 5 Gaming Laptop | AN515-54-5389,"15,499",1,2020,October
245,14/10/2020,Acer Aspire 7 Laptop | A715-75G-79G8,"20,999",1,2020,October
246,14/10/2020,Acer Aspire XC Desktop | XC-885,"7,299",1,2020,October
247,15/10/2020,Acer Projector | X118HP,"6,199",3,2020,October
248,15/10/2020,Acer Spin 5 Laptop | SP513-54N-53D2,"19,999",1,2020,October
249,15/10/2020,Rapoo VPRO V720S BACKLIT MECHANICAL GAMING KEYBOARD,"1,699",1,2020,October
250,15/10/2020,VPRO VT200 OPTICAL GAMING MOUSE,699,1,2020,October
251,19/10/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,October
252,19/10/2020,Acer Extensa Laptop | EX215-51-393Y,"9,999",1,2020,October
253,19/10/2020,Acer Swift 5 Laptop | SF514-54T,"23,999",1,2020,October
254,20/10/2020,Acer Aspire 3 Laptop | A315-56-79D4,"12,299",3,2020,October
255,20/10/2020,TARGUS CAMPUS BACKPACK,899,1,2020,October
256,22/10/2020,Acer Extensa Laptop | EX215-52-57HT,"12,399",2,2020,October
257,24/10/2020,Nitro 5 Gaming Laptop | AN515-54-5389,"15,499",1,2020,October
258,25/10/2020,Nitro 5 Gaming Laptop | AN515-54-5389,"15,499",1,2020,October
259,26/10/2020,TARGUS CAMPUS BACKPACK,899,1,2020,October
260,28/10/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52G-59R0,"16,999",1,2020,October
261,28/10/2020,Acer Aspire 3 Laptop | A315-56-79D4,"12,299",1,2020,October
262,31/10/2020,Acer All-In-One Desktop | C20-830,"7,999",1,2020,October
263,03/11/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,November
264,05/11/2020,EPSON ECOTANK M3170 PRINTER,"5,499",1,2020,November
265,05/11/2020,Acer Swift 3 Laptop | SF314-57-33FZ,"11,999",1,2020,November
266,06/11/2020,Acer Projector | X1227i,"9,699",1,2020,November
267,06/11/2020,Acer Spin 5 Laptop | SPIN 5 SP513-54,"22,999",1,2020,November
268,09/11/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,November
269,09/11/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76NW,"32,299",1,2020,November
270,10/11/2020,Acer Projector | X1327Wi,"8,499",3,2020,November
271,10/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
272,11/11/2020,Acer Predator Gaming Keyboard | Aethon 300,"1,599",1,2020,November
273,11/11/2020,Acer Predator Gaming Mouse | Cestus 350,"1,299",1,2020,November
274,12/11/2020,Acer All-In-One Desktop | C20-830,"5,499",4,2020,November
275,12/11/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2020,November
276,12/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
277,13/11/2020,Acer Nitro 5 Gaming Laptop | AN515-55-58E0,"15,499",1,2020,November
278,13/11/2020,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2020,November
279,13/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
280,14/11/2020,Acer Spin 1 Laptop | SP111-33-C19T,"5,699",4,2020,November
281,14/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
282,15/11/2020,Acer All-In-One Desktop | C20-830,"5,499",2,2020,November
283,15/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
284,15/11/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"32,999",1,2020,November
285,16/11/2020,Acer All-In-One Desktop | C20-830,"5,499",2,2020,November
286,17/11/2020,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",3,2020,November
287,17/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
288,18/11/2020,Acer Projector | X1227i,"7,499",1,2020,November
289,18/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
290,19/11/2020,Acer All-In-One Desktop | C20-830,"5,499",3,2020,November
291,20/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
292,20/11/2020,Acer All-In-One Desktop | C20-830,"5,499",1,2020,November
293,20/11/2020,Acer Spin 1 Laptop | SP111-33-C19T,"5,699",1,2020,November
294,21/11/2020,Acer Spin 1 Laptop | SP111-33-C19T,"5,699",1,2020,November
295,22/11/2020,Acer All-In-One Desktop | C20-830,"5,499",3,2020,November
296,22/11/2020,Acer Projector | X1127i,"6,999",1,2020,November
297,22/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
298,24/11/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",2,2020,November
299,24/11/2020,Acer All-In-One Desktop | C20-830,"5,499",2,2020,November
300,24/11/2020,Acer Nitro 5  Gaming Laptop | AN517-51-58GK,"18,699",1,2020,November
301,24/11/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2020,November
302,24/11/2020,Acer Aspire 7 Laptop | A715-75G-79G8,"20,999",1,2020,November
303,25/11/2020,Acer Projector | X1127i,"6,999",3,2020,November
304,25/11/2020,Acer Predator Gaming Headset | Galea 311,649,1,2020,November
305,25/11/2020,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"17,999",1,2020,November
306,26/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
307,27/11/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"32,999",3,2020,November
308,27/11/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,999",1,2020,November
309,27/11/2020,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"17,999",1,2020,November
310,27/11/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,November
311,27/11/2020,Acer Projector | X1227i,"7,499",1,2020,November
312,29/11/2020,Acer Projector | X1127i,"6,999",1,2020,November
313,30/11/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,November
314,30/11/2020,Acer Projector | X1327Wi,"8,499",1,2020,November
315,30/11/2020,Acer Nitro 5 Gaming Laptop | AN517-51-77FL,"20,499",1,2020,November
316,30/11/2020,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2020,November
317,01/12/2020,Acer Projector | X1227i,"7,499",1,2020,December
318,02/12/2020,Nitro 5 Gaming Laptop | AN517-52-79XT,"26,999",1,2020,December
319,02/12/2020,Acer Travelmate Laptop | TMP215-52G-77RH,"19,999",1,2020,December
320,03/12/2020,Acer Swift 5 Laptop | SF514-54T,"23,999",1,2020,December
321,04/12/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,999",2,2020,December
322,04/12/2020,Acer Travelmate Laptop | TMP215-52,"15,299",1,2020,December
323,07/12/2020,Acer Projector | C250i,"9,499",1,2020,December
324,08/12/2020,Acer Predator Gorge Battle XXL Mousepad | PMP830,599,1,2020,December
325,08/12/2020,"Chromebook CB714-1W, 14&#039;&#039;FHD, i3-8130U, 8GB, 32Gb eMMC, Wireless + BT, TMP 2.1 Google Chrome","9,299",1,2020,December
326,08/12/2020,Acer Predator Gaming Keyboard | Aethon 300,"1,799",1,2020,December
327,09/12/2020,Acer Projector | P5530,"14,999",1,2020,December
328,09/12/2020,Acer Swift 3 Laptop | SF314-57-79VQ,"15,999",1,2020,December
329,09/12/2020,Acer Predator Gaming Mouse | Cestus 350,749,1,2020,December
330,10/12/2020,Acer Aspire 3  Laptop | A315-56-38WS,"7,589",60,2020,December
331,10/12/2020,Acer Spin 1 Laptop | SP111-34N-P9GS,"9,699",8,2020,December
332,10/12/2020,Acer Predator Triton 300 | PT315-52,"31,399",4,2020,December
333,10/12/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"32,999",3,2020,December
334,10/12/2020,Acer Predator Gaming Mouse | Cestus 350,"1,299",2,2020,December
335,11/12/2020,Acer Travelmate Laptop | TMP215-52G-77RH,"19,999",1,2020,December
336,12/12/2020,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"34,599",1,2020,December
337,12/12/2020,Microsoft Office 2019 Home &amp; Student Edition FPP,"2,299",1,2020,December
338,12/12/2020,Acer Travelmate P6 | Windows 10 Pro | TMP614-51-G2-7546,"28,999",1,2020,December
339,14/12/2020,Acer Aspire 3  Laptop | A315-56-38WS,"7,699",3,2020,December
340,16/12/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",1,2020,December
341,17/12/2020,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,2,2020,December
342,17/12/2020,Acer Chromebook 714 Laptop | CB714-1W-30W0,"10,799",1,2020,December
343,17/12/2020,Predator Triton 500 Gaming Laptop | PT515-51-50VF,"37,999",1,2020,December
344,19/12/2020,Acer Projector | X1127i,"6,599",2,2020,December
345,21/12/2020,Acer Chromebook 311 Laptop  | C733-C0JV,"6,199",2,2020,December
346,23/12/2020,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2020,December
347,23/12/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52G-59R0,"16,999",1,2020,December
348,25/12/2020,Acer Nitro 5 Gaming Laptop | AN517-51-77FL,"21,299",1,2020,December
349,29/12/2020,Acer Swift 3 Laptop | SF314-57-79VQ,"15,999",1,2020,December
350,04/01/2021,Acer Monitor | V206HQL,"1,599",1,2021,January
351,08/01/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"17,199",4,2021,January
352,08/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
353,08/01/2021,Acer Extensa Laptop | EX215-52-57HT,"10,899",2,2021,January
354,08/01/2021,Targus CityGear 14” Laptop Sleeve,499,1,2021,January
355,11/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
356,11/01/2021,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2021,January
357,11/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
358,13/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
359,14/01/2021,Acer Projector | K137i,"9,999",1,2021,January
360,14/01/2021,Acer Aspire 5 Laptop | A514-54-33WM,"10,999",1,2021,January
361,14/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",1,2021,January
362,15/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,2,2021,January
363,15/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
364,15/01/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,January
365,16/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,6,2021,January
366,17/01/2021,Acer Spin 5 Laptop | SPIN 5 SP513-54,"22,999",1,2021,January
367,17/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,0,1,2021,January
368,17/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
369,19/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",2,2021,January
370,20/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,January
371,20/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
372,21/01/2021,Acer  Extensa Laptop | EX215-52-31MG,"12,499",3,2021,January
373,21/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",3,2021,January
374,21/01/2021,Acer Travelmate Laptop | TMP215-52,"15,599",1,2021,January
375,21/01/2021,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2021,January
376,21/01/2021,Acer C202i Projector | MR.JR011.001,"4,899",1,2021,January
377,24/01/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,January
378,24/01/2021,Acer Travelmate Laptop | TMP215-52,"15,599",1,2021,January
379,25/01/2021,Acer Predator Helios 300 Gaming Laptop | PH317-54-76PF,"34,499",1,2021,January
380,26/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
381,27/01/2021,Acer Travelmate Laptop | TMP215-52G-77RH,"19,699",1,2021,January
382,27/01/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,January
383,28/01/2021,Acer Aspire 3 Laptop | A315-34-C0BJ,"5,199",4,2021,January
384,28/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
385,28/01/2021,TARGUS CAMPUS BACKPACK,899,1,2021,January
386,28/01/2021,Acer Spin 3 Laptop | SP314-54N,"15,999",1,2021,January
387,28/01/2021,Acer Predator Gaming Mouse | Cestus 350,"1,499",1,2021,January
388,29/01/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,499",1,2021,January
389,31/01/2021,Acer Aspire 5 Laptop | A514-54-37EB,"10,499",1,2021,January
390,01/02/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"17,199",1,2021,February
391,01/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,499",1,2021,February
392,02/02/2021,Acer Aspire 5 Laptop | A514-54-58UB,"12,999",2,2021,February
393,02/02/2021,Targus City Essential 15.6&quot; Multi Fit Laptop Backpack,999,1,2021,February
394,03/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,699",2,2021,February
395,03/02/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,February
396,04/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
397,05/02/2021,Acer Aspire 5 | A514-54-58WX,"12,999",2,2021,February
398,05/02/2021,Acer Aspire 5 Laptop | A514-54-77BF,"15,299",1,2021,February
399,07/02/2021,Acer Warranty 1Year to 3year (Exclude Battery) for Extensa and Aspire range (Virtual bulk upload),849,1,2021,February
400,07/02/2021,Acer Aspire 3 | A315-23G-R626| Black,"10,299",1,2021,February
401,11/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",2,2021,February
402,11/02/2021,Acer Swift 5 Laptop | SF514-55T-53R3,"19,499",1,2021,February
403,12/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
404,15/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
405,16/02/2021,Acer Projector | C250i,"7,999",1,2021,February
406,17/02/2021,Acer Projector | X1127i,"6,799",1,2021,February
407,17/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
408,18/02/2021,Acer Aspire 3 Laptop | A315-56-79D4,"12,599",1,2021,February
409,18/02/2021,Acer Aspire 3 | A315-23G-R626 | Black,"10,299",1,2021,February
410,18/02/2021,TARGUS CAMPUS BACKPACK,899,1,2021,February
411,18/02/2021,Acer Projector | P1360WBTi,"11,999",1,2021,February
412,18/02/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,February
413,19/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
414,22/02/2021,Acer Swift 5 Laptop  | Win 10 Pro  | SF514-54T-50WG,"20,299",3,2021,February
415,22/02/2021,Acer Projector | X118HP,"6,199",2,2021,February
416,22/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2021,February
417,22/02/2021,Acer Travelmate Laptop | TMP614-51-G2-79GA + Laptop Bag,"31,299",1,2021,February
418,23/02/2021,Acer Projector | X118HP,"6,199",4,2021,February
419,25/02/2021,Predator Triton 300 Gaming Laptop | PT315-52-7126,"33,499",1,2021,February
420,25/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,February
421,26/02/2021,Acer All-In-One Desktop | C20-830,"7,199",6,2021,February
422,26/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",2,2021,February
423,26/02/2021,Acer Predator Gaming Keyboard | Aethon 300,"1,899",1,2021,February
424,26/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
425,27/02/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,February
426,27/02/2021,Acer Travelmate P2 Laptop | Win 10 Pro | TMP214-52-797U,"21,499",1,2021,February
427,28/02/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,February
428,28/02/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,February
429,03/03/2021,Acer Aspire 3 Laptop | A315-56-79D4,"12,599",2,2021,March
430,03/03/2021,Acer All-In-One Desktop | C20-830,"7,199",1,2021,March
431,04/03/2021,Acer Nitro 5 Gaming Laptop | AN515-55-77HM,"23,999",1,2021,March
432,06/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
433,07/03/2021,Acer Projector | C250i,"7,999",1,2021,March
434,08/03/2021,EPSON ECOTANK M1140 (MEA) SF MONO 39P/MIN USB,"2,699",2,2021,March
435,08/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"5,199",1,2021,March
436,08/03/2021,JBL Under Armour Flash True Wireless Sport Headphones Black,"2,799",1,2021,March
437,08/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
438,09/03/2021,Acer Aspire 3 | A315-23G-R626 | Black + Ultimate Ears Boom 3 - Seashell Peach,"11,999",2,2021,March
439,09/03/2021,Predator Triton 500 Gaming Laptop | PT515-51-56RX,"33,999",1,2021,March
440,09/03/2021,Acer Projector | X1127i,"6,799",1,2021,March
441,09/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
442,11/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",2,2021,March
443,11/03/2021,Targus Strike 17.3&quot; Gaming Laptop Backpack Black / Red,"1,599",1,2021,March
444,11/03/2021,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"20,999",1,2021,March
445,11/03/2021,Seagate 500GB One Touch SSD - White; 2.5&#039;&#039;; USB-C; USB 3.0,"2,299",1,2021,March
446,12/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black + JBL TUNE 600BTNC Bluetooth Noise Cancelling Wireless On-Ear Headphones - Blue,"5,999",2,2021,March
447,12/03/2021,Acer Travelmate Laptop | TMP215-52-71KY,"20,699",1,2021,March
448,12/03/2021,JBL Tune 500BT Wireless On-Ear Headphones - Black,899,1,2021,March
449,15/03/2021,Acer Aspire XC Desktop | XC-830 | Linpus™ Linux®,"3,899",1,2021,March
450,16/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
451,16/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
452,17/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
453,17/03/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,March
454,17/03/2021,Targus CityGear 14” Laptop Sleeve,499,1,2021,March
455,17/03/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",1,2021,March
456,17/03/2021,TARGUS - AMOSPHERE BACKPACK 17-18 INCH BLK,999,1,2021,March
457,18/03/2021,ConceptD 7 Pro Laptop | Win 10 Pro | CN715-71P-74RE,"68,999",2,2021,March
458,18/03/2021,"Acer Aspire 3 Laptop | A315-34-C4FM | Black + TARGUS 15,6&quot;CAMPUS BACKPACK + JBL TUNE 600BTNC Wireless On-Ear Headphones","6,799",1,2021,March
459,19/03/2021,Acer Nitro 5  Gaming Laptop | AN515-55-52FN,"20,999",1,2021,March
460,19/03/2021,"Acer Aspire 3 Laptop | A315-34-C4FM | Black + TARGUS 15,6&quot;CAMPUS BACKPACK + JBL TUNE 600BTNC Wireless On-Ear Headphones","6,799",1,2021,March
461,21/03/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",3,2021,March
462,21/03/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,March
463,22/03/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,699",1,2021,March
464,23/03/2021,Nitro 5 Gaming Laptop | AN515-55-72SU,"22,999",1,2021,March
465,24/03/2021,Acer Projector | X128HP,"7,499",3,2021,March
466,25/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,March
467,25/03/2021,Acer Swift 3 Laptop | SF314-59-7203,"15,699",1,2021,March
468,27/03/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",5,2021,March
469,30/03/2021,Predator Triton 300 Gaming Laptop | PT315-52-7126 + Predator Gorge Battle XXL Mousepad | PMP830 + Acer Predator Gaming Mouse | Cestus 350,"33,499",1,2021,March
470,30/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",1,2021,March
471,30/03/2021,Acer Veriton X Desktop | Win 10 Pro | VX2665G,"11,999",1,2021,March
472,31/03/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",3,2021,March
473,31/03/2021,Acer Aspire XC Desktop | XC-830 | Windows 10 Home,"5,099",2,2021,March
474,31/03/2021,Acer Predator Gaming Headset | Galea 311,749,1,2021,March
475,31/03/2021,Acer Projector | C250i,"7,999",1,2021,March
476,31/03/2021,Acer Monitor | V206HQL,"1,599",1,2021,March
477,03/04/2021,Acer Monitor | V206HQL,"1,599",1,2021,April
478,04/04/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",3,2021,April
479,04/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
480,05/04/2021,JBL Bar 2.0 All-in-One Soundbar,"2,999",1,2021,April
481,06/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",4,2021,April
482,06/04/2021,Acer Chrome Spin 511 Chromebook | R752T-C8TB,"7,199",1,2021,April
483,06/04/2021,JBL TUNE 600BTNC Bluetooth Noise Cancelling Wireless On-Ear Headphones,"1,899",1,2021,April
484,06/04/2021,VPRO VT200 OPTICAL GAMING MOUSE,699,1,2021,April
485,06/04/2021,Ultimate Ears Boom 3 - Seashell Peach,"2,299",1,2021,April
486,07/04/2021,Acer Spin 5 Laptop | SP513-55N,"25,999",3,2021,April
487,08/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",6,2021,April
488,08/04/2021,Acer Swift 3 Laptop | SF314-59-55GU,"13,999",1,2021,April
489,09/04/2021,D-Link 4G LTE AC1200 Router Cat6 LTE,"2,499",2,2021,April
490,09/04/2021,Acer Spin 1 Laptop | SP111-33-C7J6,"5,999",1,2021,April
491,09/04/2021,Acer TMP 614 65W 3PHY BLK AC ADAPTER- ADT ONLY (RETAIL PACK),"1,299",1,2021,April
492,09/04/2021,JBL Tune 500BT Wireless On-Ear Headphones - Black,899,1,2021,April
493,09/04/2021,Targus CityGear 15-17.3&quot; Slim Topload Laptop Case Black,"1,499",1,2021,April
494,10/04/2021,Acer Aspire 3 Laptop | A315-34-C4FM | Black,"4,499",3,2021,April
