,Interval,Product,Pice,Order Quantity,Year,Month
26,29/01/2020,Acer Nitro 5 |  i7 9750Hk | Win 10 Home | NVIDIA GeForce GTX 1050 3GB GDDR5 | 15.6&#039;&#039; FHD | Black | AN515-54-77VP,"14,999",1,2020,January
27,31/01/2020,Acer Predator 300 PH317-53-71HT;i7-9750H;17;3&#039;&#039; FHD 144Hz Slim;NVIDIA GF GTX1660Ti 6GB;8GB+8GB(16GB);512GB SSD;Backlit KB;WIN10H,"22,999",1,2020,January
28,01/02/2020,"Acer Extensa 2519,Windows10 Home, Intel ® Celeron™,15.6&quot;,4GB RAM,500GB HDD","3,699",1,2020,February
29,01/02/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"10,999",1,2020,February
30,05/02/2020,Acer Aspire 1 | Intel Celeron N4000 | Win10 Home | 14&quot; HD | Blue | A114-32-C3JE,"3,999",1,2020,February
31,06/02/2020,"Acer Extenza X2540, Intel Core i3-7130U, 4GB, 1TB HDD DVD-Writer, 15.6&#039;&#039; HD  LCD, HD Cam, Windows 10 Pro","5,499",2,2020,February
32,07/02/2020,Acer Predator 300 PH317-53-71HT;i7-9750H;17;3&#039;&#039; FHD 144Hz Slim;NVIDIA GF GTX1660Ti 6GB;8GB+8GB(16GB);512GB SSD;Backlit KB;WIN10H,"22,999",1,2020,February
33,08/02/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"10,999",1,2020,February
34,09/02/2020,Acer Nitro 5 |  i7 9750Hk | Win 10 Home | NVIDIA GeForce GTX 1050 3GB GDDR5 | 15.6&#039;&#039; FHD | Black | AN515-54-77VP,"14,999",1,2020,February
35,10/02/2020,Acer Predator 300 PH317-53-71HT;i7-9750H;17;3&#039;&#039; FHD 144Hz Slim;NVIDIA GF GTX1660Ti 6GB;8GB+8GB(16GB);512GB SSD;Backlit KB;WIN10H,"22,999",2,2020,February
36,10/02/2020,Acer monitor 27&#039;&#039; | 1ms | G-Sync 144Hz | HDMI | Black | XB271HUAbmiprz,"7,599",1,2020,February
37,11/02/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"10,999",2,2020,February
38,11/02/2020,Acer Nitro 5 |  i7 9750Hk | Win 10 Home | NVIDIA GeForce GTX 1050 3GB GDDR5 | 15.6&#039;&#039; FHD | Black | AN515-54-77VP,"14,999",1,2020,February
39,13/02/2020,"Acer Extensa 2519,Windows10 Home, Intel ® Celeron™,15.6&quot;,4GB RAM,500GB HDD","3,699",1,2020,February
40,14/02/2020,Acer Aspire 5 A515-54G-711H|Core i7-8565U|15.6&#039;&#039; FHD|NVIDIA GF MX250 2GB GDDR5|WIN10H|Black,"14,999",2,2020,February
41,14/02/2020,"Acer Travelmate, TMP215-51G-5594, 15.6&#039;&#039;HD, i5-8250U, 4GB OB, 1000GB HDD + 256GB PCIe NVMe SSD, MX230 2GB, Windows 10 Pro 64Bit","14,799",1,2020,February
42,14/02/2020,"Aspire XC-830,Windows 10 Home,Intel ® Celeron™J4005, 4GB RAM,500GB HDD ","4,299",1,2020,February
43,14/02/2020,Acer Nitro 5 |  i7 9750Hk | Win 10 Home | NVIDIA GeForce GTX 1050 3GB GDDR5 | 15.6&#039;&#039; FHD | Black | AN515-54-77VP,"14,999",1,2020,February
44,15/02/2020,"Acer Aspire 3 A315-32-C770, 15.6&#039;,&#039; N4000, 4GB OB DDR4, 500GB, Windows 10 Home, RED","3,999",1,2020,February
45,15/02/2020,Acer monitor 27&#039;&#039; | 1ms | G-Sync 144Hz | HDMI | Black | XB271HUAbmiprz,"7,599",1,2020,February
46,17/02/2020,"Acer Projector | 3600 Lumens | HDMI,VGA | Black | X118H ","4,999",1,2020,February
47,17/02/2020,"Acer Aspire 3 A315-32-C770, 15.6&#039;,&#039; N4000, 4GB OB DDR4, 500GB, Windows 10 Home, RED","3,999",1,2020,February
48,17/02/2020,Acer Predator Helios 300 PH315-52-78QA | 15.6&#039;&#039; FHD IPS |  i7-9750HH | NVMe SSD GTX1660Ti 6GB | Windows 10 Home | Black,"28,999",1,2020,February
49,18/02/2020,"Acer Extensa 2519,Windows10 Home, Intel ® Celeron™,15.6&quot;,4GB RAM,500GB HDD","3,699",4,2020,February
50,19/02/2020,Acer Aspire 5 A515-54G-711H|Core i7-8565U|15.6&#039;&#039; FHD|NVIDIA GF MX250 2GB GDDR5|WIN10H|Black,"14,999",1,2020,February
51,21/02/2020,Acer Predator 300 PH317-53-71HT;i7-9750H;17;3&#039;&#039; FHD 144Hz Slim;NVIDIA GF GTX1660Ti 6GB;8GB+8GB(16GB);512GB SSD;Backlit KB;WIN10H,"22,999",1,2020,February
52,25/02/2020,"Acer Projector | 3600 Lumens | HDMI,VGA | Black | X118H ","5,199",2,2020,February
53,25/02/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"10,999",1,2020,February
54,26/02/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"10,999",1,2020,February
55,27/02/2020,Acer Swift 3 | i3-8145U | 14&#039;&#039; FHD | Thin &amp; Light | Grey | SF314-56-30DR,"7,999",1,2020,February
56,28/02/2020,"Acer Aspire 3 A315-32-C770, 15.6&#039;,&#039; N4000, 4GB OB DDR4, 500GB, Windows 10 Home, RED","3,999",1,2020,February
57,02/03/2020," Acer TravelMate P2,Windows10 PRO,Intel® Core I7-8550U™,15.6&quot;,8GB RAM,1TB HDD ","14,999",1,2020,March
58,03/03/2020,Acer Predator Helios 300 PH315-52-78QA | 15.6&#039;&#039; FHD IPS |  i7-9750HH | NVMe SSD GTX1660Ti 6GB | Windows 10 Home | Black,"28,999",1,2020,March
59,09/03/2020,"Acer Projector | 3600 Lumens | HDMI,VGA | Black | X118H ","4,999",2,2020,March
60,09/03/2020,Acer Swift 3 14&#039;&#039;FHD | i5-1035G1 | Win 10 Home 64Bit | Pink | SF314-57-538R,"14,799",1,2020,March
61,09/03/2020,Acer Aspire 3 | Core i3-7020U | 15.6&#039;&#039; HD | OB4 GB DDR4 | 256GB SSD | WIN10H | Black | A315-53,"8,499",1,2020,March
62,09/03/2020,Acer 27&#039;&#039; | 1ms |  DVI; HDMI Monitor | Black |KG271Cbmidpx,"5,999",1,2020,March
63,09/03/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"12,499",1,2020,March
64,12/03/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"12,499",1,2020,March
65,16/03/2020,"Acer Extensa 2519,Windows10 Home, Intel ® Celeron™,15.6&quot;,4GB RAM,500GB HDD","3,899",1,2020,March
66,19/03/2020,Acer Chromebook CB314-1H-C5Q6 14&#039;&#039; HD Celeron N4000 4GB LP DDR3 eMMC 32GB 802.11ac + BT No ODD TPM 2.1 Google Chrome OS,"5,799",1,2020,March
67,23/03/2020,"TravelMate P2,Windows 10 Pro,Intel® Core™ i7-8550U,15.6&quot;,8GB RAM,1TB HDD,NVIDIA® GeForce® MX130","14,699",2,2020,March
68,23/03/2020,Acer Nitro | GTX 1650 4GB VRAM | Intel i5-9400F | 8GB DDR4 | 1TB | WIN10H | No K+M | Desktop N50-600| DG.E0HEA.006,"11,999",1,2020,March
69,26/03/2020,"Acer Predator Triton 500 PT515-51-74AH Intel Core i7-9750H, 15.6&#039;&#039; FHD, GeForce RTX™ 2080 , 8GB DDR4 2666MHz + 8GB DDR4 2666MHz, 512GB PCIe NVMe SSD, Windows 10 Home in S mode","43,499",1,2020,March
70,30/03/2020,Acer 35&#039;&#039; Predator Curved Gaming Monitor | NVIDIA® G-SYNC™ | Black/Red | Predator Z35P,"15,199",1,2020,March
71,13/04/2020,"X118H, DLP 3D SVGA, 3600 LM, 20000/1, HDMI, 2.5KG, BAG, WHITE","4,999",2,2020,April
72,13/04/2020,"Acer  24&#039;&#039; | 5ms | DVI, HDMI Monitor | Black | KA240Hbid","2,499",1,2020,April
73,13/04/2020,Acer Nitro 5 | Intel Core i5-8300H | Win 10 Home | NVIDIA® GeForce® GTX 1050 | 15.6&quot; FHD | Black | AN515-52-57VA,"12,499",1,2020,April
74,13/04/2020,Acer Swift 5 | i7-8550U | Win10 Pro | 14&#039;&#039; FHD | Ultra-Thin &amp; Light Touch | Blue | SF514-53T-791Y,"23,399",1,2020,April
75,13/04/2020,"Acer Predator Triton 500 PT515-51-74AH Intel Core i7-9750H, 15.6&#039;&#039; FHD, GeForce RTX™ 2080 , 8GB DDR4 2666MHz + 8GB DDR4 2666MHz, 512GB PCIe NVMe SSD, Windows 10 Home in S mode","43,499",1,2020,April
76,24/04/2020,Acer Projector With standard warranty 2 Year Carry In upgrade to 3 Year Carry In Electronic RSA,399,1,2020,April
77,24/04/2020,Acer Travelmate | i7-8550U  | 15.6&#039;&#039;| 8GB+8GB | 1TB HDD +512GB SSD | Win10 Pro | Black | TMP2510-G2,"18,999",1,2020,April
78,02/05/2020,Acer Nitro Tower| Intel i5-9400F | 8GB DDR4 | GTX 1650 | 1TB | WIN10H | No K+M | Desktop N50-600| DG.E0HEA.006,"12,199",1,2020,May
79,02/05/2020,Acer Aspire 3 | Thin &amp; Light SSD Laptop | Black | A315-54-78GW,"11,499",1,2020,May
80,04/05/2020,Notebooks  With standard warranty  1 Year Carry In  upgrade to 3 Year Onsite Warranty type:  Electronic  Country:  SOUTH AFRICA,899,1,2020,May
81,05/05/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"14,899",1,2020,May
82,08/05/2020,Acer Spin 1 | Convertible Laptop | Intel Pentium | Grey | SP111-34N-P9GS,"9,199",2,2020,May
83,08/05/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"14,899",1,2020,May
84,11/05/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"12,999",1,2020,May
85,11/05/2020,"Helios 500,Windows10 Home,Intel® Core™ i9-8950HK,17.3&quot;, 24GB RAM,256GB SSD + 2TB HDD,NVIDIA® GeForce® GTX 1070 8GB","47,999",1,2020,May
86,11/05/2020,Acer Swift 5 |  i7-8550U | Win10 Pro | 14&quot; Full HD | Ultra-Thin &amp; Light | Charcoal Blue | SF514-52TP-81FZ,"22,999",1,2020,May
87,12/05/2020,Acer Nitro 5 | i7 9750Hk | NVIDIA GeForce GTX 1050 |15.6&#039;&#039; | Black | Win 10 Home | AN515-54-77VP,"16,199",2,2020,May
88,13/05/2020,Acer Aspire 5  | Thin &amp; Light SSD Laptop | i7-8565U | Black | A514-52G-77YQ,"14,399",1,2020,May
89,14/05/2020,Acer TravelMate | i7-8550U | Win10 Pro | 15.6&quot; FHD | Black | TMP2510-G2-MG,"14,599",1,2020,May
90,17/05/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"14,899",1,2020,May
91,18/05/2020,"Acer Projector | 3600 Lumens | HDMI,VGA | Black | X118H ","5,299",1,2020,May
92,19/05/2020,"Acer AIO S24-880, Intel i7-8550U, 16GB, 1TB HDD, 23.8&quot; FHD NT, Wifi Wireless KB + Mouse, Windows 10 Home","19,499",20,2020,May
93,20/05/2020,Acer Chromebook  | 11.6&#039;&#039; HD LCD | Celeron N4000 | 4GB | 32GB eMMC | C733-C0JV,"6,199",1,2020,May
94,22/05/2020,Acer Chromebook  | 11.6&#039;&#039; HD LCD | Celeron N4000 | 4GB | 32GB eMMC | C733-C0JV,"6,199",1,2020,May
95,25/05/2020,Acer Swift 3 | i5-1035G1 | 14&quot; FHD | Thin &amp; Light  | Iron | Windows 10 Home | SF314-57-51J3,"16,499",1,2020,May
96,27/05/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"14,899",1,2020,May
97,27/05/2020,Acer Aspire 3 | Thin &amp; Light SSD Laptop | i7-10510U | Black | A315-55G-76HK,"12,499",1,2020,May
98,02/06/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"15,999",1,2020,June
99,03/06/2020,Acer TravelMate | Celeron N4000 | 11.6&quot; | 4GB | 128GB | Win 10 Home | Black | B118,"6,899",1,2020,June
100,03/06/2020,Acer Predator Helios 300 | 17.3&#039;&#039; | i7-9750H | GTX 1660Ti 6GB | 16GB (8GB+8GB) | 256GB SDD + 1TB | Win 10 Home | PH317-53-74K7,"24,242",1,2020,June
101,05/06/2020,Acer Chromebook Spin 511 | 11.6&#039;&#039;HD Touch | Celeron N4020 | 4GB | eMMC 32GB | Garageble Stylus Pen | Google OS | R752TN-C2MM,"8,299",1,2020,June
102,07/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
103,08/06/2020,Acer Chromebook Spin 511 | 11.6&#039;&#039;HD Touch | Celeron N4020 | 4GB | eMMC 32GB | Garageble Stylus Pen | Google OS | R752TN-C2MM,"7,999",2,2020,June
104,08/06/2020,Acer Predator Triton 500 | i7-9750H | 15.6&#039;&#039; | GeForce RTX™ 2080 | 8GB + 8GB | 512GB SSD | Windows 10 Home in S mode | PT515-51-74AH,"44,999",1,2020,June
105,08/06/2020,Acer Spin 3 | Convertible Touch SSD Laptop | i5-8265U | Steel Grey | SP314-52-56DP,"12,999",1,2020,June
106,08/06/2020,Acer Aspire 5 | Thin &amp; Light SSD Laptop | i7-8565U | Black | A515-54G-711H,"15,999",1,2020,June
107,09/06/2020,Acer Chromebook |14&#039;&#039; FHD | i3-8130U | WiFi + BT | Google Chrome OS | CB714_1W-30W0,"11,999",1,2020,June
108,09/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
109,12/06/2020,ACER SPIN 1 | CELERON N4000 | 11.6&quot; TOUCH | 4GB | 64GB EMMC | WIN 10 HOME | SP111-33,"5,799",1,2020,June
110,12/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
111,15/06/2020,Acer Projector | 4000 Lumens | White | P5530,"13,899",1,2020,June
112,15/06/2020,Acer Swift 3 14&#039;&#039;FHD | i5-1035G1 | Win 10 Home 64Bit | Pink | SF314-57-538R,"15,299",1,2020,June
113,17/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
114,18/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
115,18/06/2020,Acer Swift 5 | 14&#039;&#039;FHD IPS Multi-touch | i5-1035G1 8GB | 512GB SSD | Win 10 Pro | Blue | SF514-54T-50WG,"21,899",1,2020,June
116,18/06/2020,Acer Chromebook Spin 511 | 11.6&#039;&#039;HD Touch | Celeron N4020 | 4GB | eMMC 32GB | Garageble Stylus Pen | Google OS | R752TN-C2MM,"8,299",1,2020,June
117,19/06/2020,Acer Swift 7 | I7-8500Y | 14&quot; FHD | Ultra-Thin &amp; Light Touch | Black | Windows 10 Home | SF714-52T-78XQ,"28,699",1,2020,June
118,22/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
119,23/06/2020,Notebook  Starter KIT 15.6&quot;,499,1,2020,June
120,23/06/2020,Acer Swift 7 | i5-8200Y | 14&#039;&#039; FHD  | Ultra-Thin &amp; Light Touch | Black | SF714-52T-51TW,"24,699",1,2020,June
121,23/06/2020,Acer Aspire 5  | Thin &amp; Light SSD Laptop | i7-8565U | Black | A514-52G-77YQ,"15,499",1,2020,June
122,26/06/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,999",1,2020,June
123,26/06/2020,MICROSOFT OFFICE 2019 HOME AND STUDENT EDITION - FPP,"1,999",1,2020,June
124,29/06/2020,Acer Travelmate  | 15.6&#039;&#039; FHD | LTE | i5-10210U | SO8GB | 1024GB SSD | Win 10 Pro | TMP215-52-58DZ,"19,999",1,2020,June
125,30/06/2020,Acer PJ DLP 3D Projector | SVGA HDMI | 4000 lm | X118HP,"6,999",1,2020,June
126,02/07/2020,Acer Spin 5 | i5-8265U | Win10 Pro | 13.3&quot; FHD  | Convertible Touch | Steel Grey | SP513-53N-51G7,"19,999",1,2020,July
127,02/07/2020,Acer Aspire 5 | Thin &amp; Light Laptop | i7-8565U | Black | A515-54-77R1,"11,899",1,2020,July
128,05/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
129,06/07/2020,Acer Chromebook Spin 511 | R752TN-C2MM,"8,299",2,2020,July
130,09/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",2,2020,July
131,09/07/2020,Acer Spin 311 Chromebook |  R721T,"6,999",2,2020,July
132,10/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",2,2020,July
133,14/07/2020,Predator Helios 300 Gaming Laptop | PH317-53-74K7,"30,299",1,2020,July
134,14/07/2020,Acer Spin 311 Chromebook |  R721T,"6,999",1,2020,July
135,15/07/2020,Acer Gaming Notebook 3 Year On-Site NBD Fix,"1,999",1,2020,July
136,16/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",3,2020,July
137,16/07/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,499",1,2020,July
138,17/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
139,19/07/2020,Acer Chromebook Laptop | CB714-1W-30W0,"10,799",1,2020,July
140,20/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
141,21/07/2020,Notebooks  With standard warranty  1 Year Carry In  upgrade to 3 Year Onsite Warranty type:  Electronic  Country:  SOUTH AFRICA,"1,299",3,2020,July
142,21/07/2020,Acer TravelMate P2 Laptop | Windows 10 Pro | TMP214-52-58CH,"16,599",2,2020,July
143,21/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
144,22/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
145,22/07/2020,Acer Spin 5 Laptop | SP513-54N-70PW,"24,999",1,2020,July
146,23/07/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",1,2020,July
147,26/07/2020,Acer TravelMate B118 Laptop | TMB118-G2-RN-C0GQ,"6,899",2,2020,July
148,26/07/2020,Acer Swift 5 Laptop | Win 10 Pro |  SF514-54T-70G3,"24,199",1,2020,July
149,28/07/2020,Acer Aspire 3 Laptop | A315-54K-30D1,"7,699",1,2020,July
150,29/07/2020,Acer TravelMate B118 Laptop | TMB118-G2-RN-C0GQ,"6,899",1,2020,July
151,29/07/2020,Acer Chromebook 714 Laptop | CB714-1W-30W0,"10,799",1,2020,July
152,30/07/2020,Notebooks  With standard warranty  1 Year Carry In  upgrade to 3 Year Onsite Warranty type:  Electronic  Country:  SOUTH AFRICA,"1,199",2,2020,July
153,30/07/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"26,999",1,2020,July
154,01/08/2020,Predator Helios 300 Gaming Laptop | PH315-52-558P,"22,499",1,2020,August
155,02/08/2020,15.6&quot; Targus Urban Commuter Backback - Grey,699,5,2020,August
156,02/08/2020,Acer Swift 7 Laptop | SF714-52T-78XQ,"28,899",1,2020,August
157,02/08/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-777K,"21,999",1,2020,August
158,02/08/2020,Acer Projector With standard warranty 2 Year Carry In upgrade to 3 Year Carry In Electronic RSA,899,1,2020,August
159,02/08/2020,Notebooks With standard warranty  1 Year Carry In  upgrade to  3 Year  P&amp;R  Warranty type:  Electronic  Country:  SOUTH AFRICA,999,1,2020,August
160,03/08/2020,Notebooks With standard warranty  1 Year Carry In  upgrade to  3 Year  P&amp;R  Warranty type:  Electronic  Country:  SOUTH AFRICA,999,1,2020,August
161,03/08/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,899",1,2020,August
162,04/08/2020,Notebooks With standard warranty  1 Year Carry In  upgrade to  3 Year  P&amp;R  Warranty type:  Electronic  Country:  SOUTH AFRICA,999,1,2020,August
163,05/08/2020,Notebook  Starter KIT 15.6&quot;,499,3,2020,August
164,05/08/2020,Acer Aspire 3 Laptop | A315-56-57X5,"10,999",1,2020,August
165,06/08/2020,Acer Aspire 3 Laptop | A315-56-57X5,"10,999",2,2020,August
166,06/08/2020,Acer Projector | C250i,"8,299",1,2020,August
167,06/08/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52G-59R0,"16,999",1,2020,August
168,06/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",1,2020,August
169,07/08/2020,Acer Aspire 3 Laptop | A315-56-57X5,"10,999",1,2020,August
170,08/08/2020,Predator Helios 300 Gaming Laptop | PH315-52-57YD,"25,799",1,2020,August
171,08/08/2020,Acer Projector | C250i,"8,299",1,2020,August
172,11/08/2020,Predator Triton 300 Gaming Laptop | PT315-52-7126,"30,999",1,2020,August
173,12/08/2020,Predator Helios 700 Gaming Laptop | PH717-71-75UQ,"45,499",2,2020,August
174,12/08/2020,Acer Projector | X1127i,"7,399",1,2020,August
175,13/08/2020,Nitro 5 Gaming Laptop | AN515-54-5389,"16,499",2,2020,August
176,13/08/2020,Acer Projector | C250i,"8,299",1,2020,August
177,13/08/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"23,199",1,2020,August
178,14/08/2020,Acer Spin 5 Laptop | Win 10 Pro | SP513-54N-70PW,"23,499",2,2020,August
179,14/08/2020,Acer TravelMate P2 Laptop | Windows 10 Pro | TMP2510-G2-MG-83BP,"21,999",1,2020,August
180,14/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",1,2020,August
181,14/08/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"23,199",1,2020,August
182,15/08/2020,Nitro Gaming Headset,799,1,2020,August
183,16/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",1,2020,August
184,17/08/2020,Acer Chromebook 714 Laptop | CB714-1W-30W0,"10,799",2,2020,August
185,17/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",1,2020,August
186,17/08/2020,Acer Swift 3 Laptop | SF314-57-51J3,"16,499",1,2020,August
187,18/08/2020,Acer Aspire 5 Laptop | A515-54-77R1,"12,299",1,2020,August
188,18/08/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-547Z,"15,999",1,2020,August
189,19/08/2020,Acer Aspire 5 Laptop | A515-54-77R1,"11,499",3,2020,August
190,19/08/2020,Predator Triton 500 Gaming Laptop | PT515-51-74AH,"44,999",2,2020,August
191,19/08/2020,Acer Aspire 5 Laptop | A515-54G-53GP,"10,999",1,2020,August
192,19/08/2020,19.5&quot; Acer Monitor | V206HQLB,"1,349",1,2020,August
193,19/08/2020,Acer Aspire 3 Laptop | A315-56-57X5,"10,999",1,2020,August
194,20/08/2020,Acer Aspire 5 Laptop | A515-54-77R1,"12,299",1,2020,August
195,21/08/2020,Acer Swift 3 Laptop | SF314-57-51J3,"16,499",1,2020,August
196,22/08/2020,Acer Swift 5 Laptop  | Win 10 Pro  | SF514-54T-50WG,"18,999",4,2020,August
197,22/08/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-547Z,"15,999",1,2020,August
198,22/08/2020,Predator Triton 300 Gaming Laptop | PT315-52-7126,"30,999",1,2020,August
199,22/08/2020,Nitro 5 Gaming Laptop | AN515-55-72SU,"23,199",1,2020,August
200,24/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",1,2020,August
201,25/08/2020,Acer Chromebook 314 Laptop | CB314-1H-C5Q6,"6,399",1,2020,August
202,25/08/2020,Microsoft Office 2019 Home &amp; Business Edition - FPP,"4,799",1,2020,August
203,25/08/2020,Acer Swift 5 Laptop  | Win 10 Pro  | SF514-54T-50WG,"18,999",1,2020,August
204,25/08/2020,Acer Chromebook R13 Laptop | CB5-312T-K1RR,"9,799",1,2020,August
205,25/08/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,August
206,31/08/2020,Acer Aspire S24 All-In-One | S24-880,"19,499",2,2020,August
207,01/09/2020,Acer Swift 3 Laptop | SF314-57-538R,"15,299",1,2020,September
208,03/09/2020,Acer Swift 3 Laptop | SF314-57-51J3,"16,499",1,2020,September
209,04/09/2020,Acer Aspire 5 Laptop | A515-52-7426,"15,999",3,2020,September
210,04/09/2020,Nitro Gaming Keyboard,699,1,2020,September
211,06/09/2020,Acer Projector | K137i,"8,299",1,2020,September
212,06/09/2020,Acer All-In-One Desktop | C20-830,"7,799",1,2020,September
213,09/09/2020,Acer Projector | C250i,"9,499",2,2020,September
214,09/09/2020,Acer Projector | X1127i,"7,399",1,2020,September
215,11/09/2020,Acer Chromebook Spin 511 Laptop | R752TN-C24D,"7,999",2,2020,September
216,14/09/2020,Acer Swift 3 Laptop  | SF314-57-52G5,"16,599",2,2020,September
217,14/09/2020,Acer Aspire 5 Laptop | A515-54-77R1,"13,947",1,2020,September
218,14/09/2020,Nitro 5 Gaming Laptop | AN515-54-5389,"16,999",1,2020,September
219,14/09/2020,Predator Triton 300 Gaming Laptop | PT315-52-7126,"35,647",1,2020,September
220,14/09/2020,Acer Chromebook 314 Laptop | CB314-1H-C5Q6,"6,399",1,2020,September
221,15/09/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,September
222,17/09/2020,Notebooks With standard warranty  1 Year Carry In  upgrade to  3 Year  P&amp;R  Warranty type:  Electronic  Country:  SOUTH AFRICA,999,1,2020,September
223,17/09/2020,Acer Travelmate P2 Laptop | Win 10 Pro | TMP215-52-74TE,"18,499",1,2020,September
224,17/09/2020,Acer Swift 5 Laptop | SF514-54T,"23,999",1,2020,September
225,19/09/2020,ConceptD 300 Laptop | CN314-72P-77LD,0,1,2020,September
226,20/09/2020,Notebook  Starter KIT 15.6&quot;,499,1,2020,September
227,21/09/2020,Acer Projector | C250i,"9,499",1,2020,September
228,22/09/2020,Predator Triton 300 | PT315-52,"31,999",2,2020,September
229,22/09/2020,Acer  Extensa Laptop | EX215-52-31MG,"9,999",1,2020,September
230,27/09/2020,Acer Projector | X1127i,"7,399",2,2020,September
231,29/09/2020,Acer Aspire 7 Laptop | A715-75G,"17,499",1,2020,September
232,30/09/2020,Acer Projector | C250i,"8,299",1,2020,September
233,01/10/2020,Predator Triton 300 | PT315-52,"31,999",1,2020,October
234,02/10/2020,Acer Projector | X118HP,"6,199",2,2020,October
235,03/10/2020,Acer Spin 5 Laptop | Win 10 Pro | SP513-54N-70PW,"22,899",1,2020,October
236,04/10/2020,Acer Projector | X118HP,"6,199",1,2020,October
237,06/10/2020,Acer All-In-One Desktop | C20-830,"6,999",1,2020,October
238,07/10/2020,Acer Warranty 1Year to 3year CRR (Exclude Battery) for Extenza and Aspire range (Virtual bulk upload),799,1,2020,October
239,07/10/2020,Acer Monitor | V206HQL,"1,599",1,2020,October
240,07/10/2020,Acer Extensa Laptop | EX215-52-57HT,"12,399",1,2020,October
241,08/10/2020,Targus CityGear 14” Laptop Sleeve,499,3,2020,October
